PhraseId,SentenceId,Phrase,Sentiment
35582,1677,bad movi pretti divert piti rare achiev well,2
35599,1678,cut core actual mean face fear girl world boy boy truli love girl ride big metaphor wave life take,4
35647,1679,spider man categori x man occasion brilliant averag show sign potenti sequel give time,2
35677,1680,twist end actual surpris,2
35684,1681,cast stiff plain bad,1
35693,1682,narcissist leav earth compet affect,2
35709,1683,repres worthi departur cultur clash comedi mark emerg indian american cinema,3
35728,1684,compel film,4
35730,1685,movi slow,1
35736,1686,decid need,2
35747,1687,aloof unreach way fascin wo abl look away second,3
35770,1688,bad oper word bad compani mean good way,0
35793,1689,fan phrase life affirm usual mean schmaltzi real woman curv truli life affirm,3
35819,1690,doubt filmmak motiv guy feel counterproduct,1
35833,1691,offer clear eye chronicl femal friendship complex honest repres hollywood film,4
35855,1692,bad film year,0
35857,1693,christian bale quinn leather cloth grung pirat hairdo like gandalf wind tunnel simpli astound cor blimey luv duck cockney accent,1
35893,1694,thing scari feardotcom filmmak studio brazen attempt pass stinker scari movi,0
35919,1695,throw away fleet joy love brief moment,2
35934,1696,away controversi watchabl mexican soap opera,0
35947,1697,raunchi frequent hilari follow gift korean american stand want,3
35967,1698,pain horrifi oppress tragic film miss,4
35981,1699,brilliant brutal uk crime film jack carter go newcastl half gangster drip style time blood,4
36015,1700,ye suppos love cal work issu dad come term pictur perfect life world travel give reason care,0
36056,1701,broomfield energ volletta wallac matern furi fearless film crackl,4
36082,1702,act charm,3
36089,1703,plot contriv uncomfort strain,1
36096,1704,rare qualiti abl creep live hell,4
36113,1705,drag singl hand,3
36120,1706,tango pari,2
36132,1707,home film stage like rosemari babi conceiv film,1
36157,1708,averag action film benefit funni moment suppli epp,2
36172,1709,whimsic narr disciplin improvis,3
36192,1710,hilari,3
36193,1711,convinc famili blind crippl amish peopl aliv situat better british soldier keep kick,1
36228,1712,eleg work food love consist engag reveal,3
36243,1713,joke telegraph far advanc lose mail,1
36259,1714,shapiro goldman bolado credit good intent half hour,1
36285,1715,movi enjoy mild escap fear frustrat provok intoler level,0
36311,1716,good hard edg stuff violent bit exploit nice moral alert street smart,3
36334,1717,like,3
36336,1718,big troubl consid funni littl film,3
36346,1719,nearli fresh enjoy predecessor high point complet wast time,3
36372,1720,tale tell retold race racket chang song remain,1
36393,1721,worthless pseudo rock video open idioci frame,0
36408,1722,make joke car chase hour give half hour car chase,0
36424,1723,know sens humor lot warmth ignit son bride,4
36435,1724,entertain audaci moment movi wildli careen tone extrem flat lead perform littl salvag filmmak flail reput,1
36465,1725,son bride humour bear engag storylin embarrass reach tissu,4
36492,1726,naipaul origin remain real masterpiec movi possess languor charm,4
36511,1727,ambiti unsettl psychodrama take chill advantag rough edg low budget constraint,3
36532,1728,thing origin man black pleasur,3
36547,1729,time bit melodramat littl date depend live ignor fairi good natur bad way spend hour,3
36581,1730,year matter,2
36586,1731,fun watch spi big summer movi,4
36601,1732,mere bad,0
36605,1733,shackl,2
36619,1734,watch gentl mesmer portrait man come term time bare realiz mind blow,3
36641,1735,watch giggl adrenalin boost feel like complet lower entertain standard,3
36663,1736,movi blend distant memori,2
36672,1737,nair necessari self control guid loos poorli structur film pitfal incoher redund,0
36695,1738,chouraqui bring documentari like credibl horror kill field barbar ethnic cleans,3
36718,1739,woodi allen ridicul movi like hollywood end,1
36726,1740,mildli amus certainli recommend,1
36736,1741,funni gener insult,0
36747,1742,david letterman onion prove bad tragedi fertil sourc humor lawrenc fleet grasp develop,0
36784,1743,problem origin present convinc way,1
36799,1744,dolor trim secretari genial romanc maintain surprisingli buoyant tone notwithstand writer sporad dip pop freudian,3
36834,1745,like origin version rais notch kiddi fantasi pablum allen astring wit,3
36856,1746,taut sober film,4
36863,1747,far fetch premis convolut plot themat mumbo jumbo destini redempt love,2
36883,1748,muddl splash bloodi beauti vivid scorses give,3
36899,1749,way roundelay partner function interplay partnership partnership gener air gator bash consist delight,4
36929,1750,highli predict narr fall short treasur planet truli gorgeou behold,4
36945,1751,direct purpos finess england roger mitchel handili make pleas rel lightweight commerci fare not hill commerci fare real themat heft,4
36986,1752,day hollywood come origin idea teen movi rehash feed young gener,1
37013,1753,wild ride juic energi excit film,3
37025,1754,nemesi suffer paunchi midsect plod action sequenc wickedli undramat central theme,1
37046,1755,lucki break perfectli inoffens harmless drab inert,2
37062,1756,elvira fan hardli ask,4
37069,1757,exactli expect guy name kao,2
37080,1758,like great film life know exist offer absorb think final frame,4
37106,1759,pretenti way verg amateurish,0
37117,1760,unlik scorses mean street ash wednesday essenti devoid interest charact halfway intrigu plot,0
37142,1761,fifth satisfi movi experi,2
37149,1762,good differ idea middl age romanc handl fine star perform littl recommend,1
37178,1763,murder number great movi perfectli accept widget,2
37192,1764,call jar jar bink movi,0
37205,1765,well wait video,1
37215,1766,deliri fun,4
37218,1767,fairli unsettl scene succeed rattl viewer,1
37234,1768,special camera mount bike skateboard motorcycl provid intens experi splash immens imax screen,4
37260,1769,scene cinemat perfect steal heart away,4
37272,1770,fantast premis anchor movi need rigid blair witch style commit mockumentari format straightforward dramat treatment grandios impli,2
37316,1771,interview lose overal sens mysteri tv episod documentari actual buy,0
37336,1772,film incred captiv insan funni thank interest cinemat devic cool visual backmask solid cast wickedli sick twist humor,4
37374,1773,good star trek movi long time,4
37382,1774,auto focu standard hollywood bio pic,2
37389,1775,bad think,2
37399,1776,beauti film act admittedli problemat narr specif,3
37414,1777,brainless enjoy retro gang melodrama deuc wild repres fifti teen gang machismo way border rough trade homo erotic,1
37446,1778,good film year exquisit act invent screenplay mesmer music inimit scene tender loss discont yearn,4
37476,1779,see juwanna mann,2
37484,1780,charact movi care,0
37495,1781,start potenti incred twist mysteri simpli monster chase film,1
37510,1782,miss boat,2
37516,1783,characteris sacrific sake spectacl,0
37525,1784,introduct man theori influenc derrida useless portrait artist endlessli inquisit old man invalu,3
37562,1785,delight minor pastri movi,4
37570,1786,despit lag near finish line movi run good race edg seat long stretch,3
37597,1787,clockstopp crazi mix film know want grow,1
37621,1788,fear dot com frustrat modem disconnect second,1
37639,1789,vin diesel man,3
37643,1790,night feel like quicki tv special featur film tv special bother watch past second commerci break,1
37669,1791,time film reach exceed grasp product work,3
37689,1792,richli entertain suggest number metaphor read,4
37701,1793,day beach air condit popcorn,3
37715,1794,bland pretenti mess,1
37721,1795,actor tri hard come amateurish awkward,0
37730,1796,goldbach draw eleg visual sens talent easi seduct pace write partner laurenc coriat manag equal assur narr coinag,3
37765,1797,film enjoy balanc shift favor water bind action land base drama emphasi leav blue crush waterlogg,1
37798,1798,fascin studi isol frustrat success recreat physic set emot tension papin sister,3
37823,1799,harri affect time overcom sens pumpkin mere plot pawn director far endear disabl,1
37851,1800,overal result intellig realist portray test boundari,4
37864,1801,decid want black comedi drama melodrama combin,1
37884,1802,authent vagu ultim purposeless studi total pandemonium,1
37899,1803,tadpol film declar year pretti good thing,2
37925,1804,prone indign need appli suscept blue hilar step right,3
37946,1805,rude profan hilari time absolut right sting social observ,4
37971,1806,valiantli struggl remain interest consciou feel eyelid get heavi,0
37997,1807,particularli innov film crisp unaffect style air gentl long unexpectedli reward,3
38020,1808,good festiv cann bubbl excit festiv cann,2
38035,1809,bill morrison decasia uncompromis difficult unbear beauti,4
38049,1810,shyamalan turn goos pimpl genr head fill spirit purpos emot bruis charact add bodi count,3
38080,1811,hard press think film cloyingli sappi evelyn year,1
38097,1812,know listen marvin gay suprem way,3
38116,1813,like shrek spirit visual imagin remind anim perfect medium child way allow mind enter accept world,4
38152,1814,saddl unwieldi cast charact angl payoff power revelatori,3
38170,1815,stay stage version bite cleaner deepli,1
38186,1816,tsai convincingli paint specif urban sens disassoci,3
38200,1817,despit opul lush scene charact match power surround,1
38220,1818,peopl fun like showgirl,1
38230,1819,know terribl go happen,2
38238,1820,horribl undeni exceedingli clever,3
38252,1821,writer director night shyamalan abil pull easili access stori reson profund undeni,3
38273,1822,rush save day involv proceed matter eh,1
38300,1823,film seri look feel tire,1
38311,1824,long dull process despair set cello music cull minimalist funer,0
38331,1825,cherish dud romant comedi bit romant mildli funni,1
38347,1826,stretch bare featur length littl attent pay anim,2
38364,1827,movi minut short feel like life sentenc,0
38382,1828,movi major devast flaw relianc formula lessen overal impact movi,1
38410,1829,movi power poetri passion preciou littl,1
38424,1830,mention sharp clean camera len,2
38435,1831,benefit sharp cleaner script go camera,2
38450,1832,tuxedo send tailor major alter,0
38468,1833,happi listen movi watch slow parad human frailti fascin right film,3
38501,1834,poignant delic complex,3
38505,1835,intrigu stylish,4
38508,1836,fill shoot beat cuss shake stick,2
38530,1837,mindless action flick twist far well suit video view multiplex,1
38548,1838,trick watch godard catch pitch poetic savor pleasur sound imag ponder histor philosoph ethic issu intersect,3
38589,1839,biopic crane life classic tradit evolv era video,2
38613,1840,exquisit craftsmanship olivi assaya fashion absorb look provinci bourgeoi french societi,3
38633,1841,sincer rise place justifi exist,1
38646,1842,central charact complex hold interest,2
38655,1843,right home nifti plot line steven soderbergh traffic fail arriv satisfi destin,1
38679,1844,tykwer surfac flash poor fit kieslowski lyric pessim complet contradict kieslowski work aspir includ condit art,0
38713,1845,skip turd pick nose instead sure experi,0
38733,1846,idea kapur intend film,2
38749,1847,,2
38754,1848,deserv well,1
38758,1849,parent find go quickli funni joke movi year includ intend adult,4
38785,1850,tasti appet leav want,3
38794,1851,film spot slipperi foot accept entertain entir famili especi fit kiddi,2
38827,1852,hour sepia tint heavi metal imag surround sound effect peopl moan,2
38843,1853,kid deserv well,1
38845,1854,real antwon fisher abl overcom person obstacl good man wonder thing abl share stori compellingli minor miracl,4
38885,1855,meticul mount exasperatingli behav film tick kahlo lifetim mileston duti precis tax account,3
38914,1856,men black ii achiev ultim insignific sci fi comedi spectacl whiffl ball epic,0
38933,1857,unfamiliar mormon tradit find singl ward occasion bewild,2
38950,1858,stiff schmaltzi clumsili direct,0
38957,1859,man movi leav earth toss presid end cinema know night delight hand shadow,1
38990,1860,blame man war warden daughter tell father,2
39009,1861,laugh flee,2
39016,1862,probabl good matur comedi summer season speak season pictur,3
39039,1863,interest,1
39045,1864,leigh break new ground know daili grind kill love,3
39061,1865,rich perform friel especi william american actress fulli english round squar edg,3
39087,1866,appeal vulgar sexist racist humour go head consid low brow sneak foot,0
39120,1867,movi far disappoint offer origin courtroom movi nifti twist crucial genr rate perform bill star bruce willi,3
39155,1868,screenwrit,2
39170,1869,half funni sexi use tell stori paper thin decidedli unorigin,1
39195,1870,sided flirt propaganda,1
39203,1871,final verdict see,0
39213,1872,nicol holofcent insight respons illumin comedi wrap proceed neatli idea tie beauti,3
39240,1873,staggeringli produc joylessli extravag pictur whoosh visual marvel hastili emptili,2
39270,1874,hero stori rediscov passion life mood remain oddli detach,1
39286,1875,bore meander,0
39289,1876,matter run act like doofu accept year old role creepi michael jackson sort way,1
39314,1877,emot impress true hot blood lead task,4
39334,1878,good coburn oscar winner fact watch clumsili mug way snow dog inconceiv,1
39361,1879,,1
39362,1880,brosnan fine non bondish perform fail overcom film manipul sentiment annoy stereotyp,1
39380,1881,leer offer littl insight intrigu subject,1
39393,1882,minut sampl pueril rubbish listless witless devoid resembl humor,0
39416,1883,throw pull pin grenad tooth windtalk ransack old world war ii movi overli familiar materi,1
39448,1884,rework die hard cliffhang near excit,1
39467,1885,kid bratti sympathi film grow final littl chang ring hollow,1
39491,1886,texan director georg ratliff unlimit access famili church meet deliv fascin psycholog fare,4
39515,1887,troubl make queen thoroughli modern maiden make appear foolish shallow like victim mental ill,1
39550,1888,star trek kind terrif copi copi copi,1
39567,1889,phoenix complet lack charm charisma unabl project esther initi anomi eventu awaken,0
39596,1890,wild thornberri movi pleasant messag close tie anim certainli emphas,3
39615,1891,audac view shakespear well know tragedi dark comedi deserv discuss,1
39640,1892,throw smoochi train,1
39647,1893,look new hope entertain luck,4
39666,1894,de ayala requir suppli energi film overal far staid subject matter,2
39691,1895,cold steril lack color warmth,0
39701,1896,mindless bore martial art gunplay littl excit zero compel storylin,1
39720,1897,puppi dog desper attent nearli break littl neck tri perform entertain trick,1
39741,1898,end word well describ film honest,3
39754,1899,funni american comedi graffiti bridg,4
39764,1900,secretari movi fetish,2
39770,1901,film aficionado help love cinema paradiso origin version new director cut,3
39786,1902,rip twice remov model seagal earli copycat sieg refer die hard boat,0
39815,1903,duti enchant terribl episod lack spark imagin exhilar treat,1
39839,1904,upsid unpleas give labor day weekend upload feardotcom log minim number hit,2
39869,1905,movi lack action make drama suspens reveng romanc,3
39887,1906,type dumb exercis stereotyp give teen comedi genr bad,1
39906,1907,bruin art thou,2
39918,1908,charm laugh fun reason watch,0
39931,1909,deft delight mix sulki teen drama overcom obstacl sport movi triumph,3
39946,1910,choppi surfac effect feel enterpris,1
39960,1911,predict storylin book script wash away sumptuou ocean visual cinemat style director john stockwel,3
39986,1912,time movi look genuin pretti,4
39992,1913,warm hash,2
39996,1914,dark stormi night,2
40004,1915,drown good sucker,1
40013,1916,experi love stori murder mysteri expand medit deep decept innoc,3
40033,1917,time auto focu feel distant watch telescop,1
40046,1918,rare high profil talent serv liter materi,3
40056,1919,shoot out fistfight car chase movi phlegmat bore tediou make silli spi spi film sum fear star ben affleck downright hitchcockian,1
40098,1920,true blue delight,4
40102,1921,kinnear perform career defin revel,4
40110,1922,shakespear spawn fool see quentin tarantino hand raucou gangster film branch pseudo witti copycat interpret,2
40141,1923,leav wonder idea character hitler contriv natur provoc conclus,1
40165,1924,far enjoy predecessor,4
40169,1925,hard fairli judg film like ringu see remak,2
40186,1926,hate,2
40190,1927,delici trim arriv earli stay late fill nearli minut lightheart glow impud snicker gloriou dose humankind liber abil triumph scroog,4
40235,1928,need impressionist cinematographi exhilar point view shot few slow motion grandeur shot quick cut edit detract athletic,1
40268,1929,larg cast repres broad cross section taverni film bound rat tat energi girl friday maintain light touch tackl theme,3
40307,1930,glorious unsubtl adren extrem shocker evil dead,3
40325,1931,lisa rinzler cinematographi love love liza tale virtual collaps inhal blackout maintain conscious long achiev callow pretens,1
40364,1932,provoc stuff specul effort hamper taylor cartoonish perform film ill consid notion hitler destini shape random chanc,1
40400,1933,bourn ident half entertain director doug liman colleagu manag pack action satisfi boom bam crowd huge sacrific charact mood,3
40445,1934,screenwrit charli kaufman world truth fiction equal strang take,2
40466,1935,pretenti mess,0
40470,1936,gulpilil command screen presenc charact abund human make film moral compass,3
40493,1937,modern day charact near vivid centuri one,1
40506,1938,moor real charmer,3
40514,1939,cool fun warm heart anim enthusiast age,3
40532,1940,analyz prove movi worth decent gag glean premis,2
40553,1941,thrill lot thrill,0
40558,1942,adapt success engag audienc travail creat screenplay extraordinari,4
40571,1943,know chang lane go heck ride,3
40589,1944,sentiment feel free offend analyt surrend illog charact grief permit laughter,4
40621,1945,antonia assimil newfangl commun film settl compuls watchabl guilti pleasur daytim drama sort fashion,3
40652,1946,enigma lack,1
40656,1947,poetic heartbreak,3
40660,1948,real woman agenda win big way,4
40680,1949,,3
40682,1950,determin lighten heavi subject matter silberl certain extent trivial movi nervou gag pratfal,2
40712,1951,astonish word incompet incoher plain crap,0
40726,1952,film convinc calvin barbershop repres sort beacon hope middl chicago south,1
40751,1953,reason think go movi give fair warn,1
40773,1954,edifi glimps wit revolutionari spirit perform era,3
40790,1955,excit watch place basketbal team play final day season,0
40812,1956,grant hoult carri movi believ peopl flaw assur wrong thing scare admit need compani,3
40847,1957,busi urban comedi clearli zhang fort directori touch light magic bring kind whimsi,1
40873,1958,famuyiwa featur,2
40888,1959,ruh roh,2
40890,1960,lame satir teddi bear picnic rank piti direct debut esteem writer actor,1
40915,1961,direct flashi sub music video style director self possess actual add period,2
40938,1962,dreari indulg,2
40942,1963,gushi episod h time asian perspect,1
40965,1964,literari desecr make perfectli accept occasion enjoy child entertain,3
40982,1965,rememb time see bad stunt edit cheap action movi product valu extrem op,1
41003,1966,love sad danc highlight kwan uniqu direct style,4
41019,1967,rise potenti film offer great deal insight femal condit timeless danger emot repress,2
41046,1968,precis natur matthew predica final come sharp focu revel fail justifi build,2
41069,1969,fanat good advic scoobi,1
41087,1970,search redempt make touch love stori mainli blanchett ribisi compellingli tap spiritu aspect charact suffer,4
41117,1971,suspect craven endors simpli movi make look well comparison,1
41135,1972,hill look go motion begin pale script,1
41148,1973,significantli charm listen year old tast exagger recount halloween trip haunt hous,0
41175,1974,nice piscopo year chaykin headli priceless,3
41197,1975,long time film succeed dark delic treatment charact uner respect,3
41216,1976,enigma look great solid act neat premis,3
41227,1977,manag wholesom subvers time,3
41235,1978,sweet gentl jesu screenwrit cut past bad action movi line histori,1
41255,1979,touch gener light perform credibl,3
41270,1980,enjoy averag summer divers,3
41276,1981,muddl repetit rag say far horrifi histor realiti filmmak characterist style,0
41301,1982,pace film slow obviou reason put,2
41318,1983,minut highlight reel minut long,0
41328,1984,laughabl irredeem aw,0
41333,1985,twohi good yarn spinner ultim stori compel,3
41345,1986,steve oedekerk ala woodi allen,1
41351,1987,thing come like particularli amateurish episod bewitch take place spring break,1
41367,1988,clooney direct film keep balanc fantast believ,3
41380,1989,handl correctli wild play masterpiec eleg wit artific,4
41393,1990,like schmidt lot feel like harri tonto exist,3
41416,1991,like movi child song includ line stepdad mean adjust,3
41444,1992,quaint romantic render,3
41452,1993,domin feel like nostalgia,2
41461,1994,loud witless mess charm littl intrigu tv seri,0
41480,1995,purposeless exercis,0
41485,1996,offer big fat dumb laugh hate give,1
41501,1997,lot smart averag bond,3
41508,1998,deadli dull pointless medit loser go seed hotel,1
41521,1999,french film home flavor,3
41531,2000,kind movi come occasion unconvent gutsi perfectli execut take breath away,4
41556,2001,bad screenwrit eventu shoot foot cop flick clich like oili arm dealer squad car pile up requisit scream captain,0
41592,2002,advantag invest subtleti warmth animatron bear human act like puppet,1
41615,2003,good film remain short hole make point film feel repetit,2
41638,2004,director david jacobson give dahmer consider murder game victim,2
41657,2005,captur long anguish ach confus sexual messag wish elus adult world,3
41684,2006,empir mind want gangster flick art film,1
41699,2007,sequel origin contriv overblown tie readi,2
41715,2008,happen go bump night care,1
41729,2009,slack uninspir peopl mainli charact unsympathet leav sour tast mouth,0
41750,2010,underventil,2
41751,2011,smith examin intim unguard moment folk live unusu home pop nearli corner countri,3
41779,2012,hilari minut,3
41812,2013,pick swing drop seat emot forc recent film,4
41840,2014,script vincent nebrida tri cram ingredi small pot,1
41855,2015,birthday girl luck chaplin kidman capabl ant movi star charisma need sell twist love stori negoti movi dark turn,3
41897,2016,suffer timid pars barn target son tri breach gap relationship father,1
41923,2017,forgiv realiz spend past minut look watch wait frida die,0
41953,2018,devoid object nostalg comment middl age particip dogtown z boy compel stori tell,3
41979,2019,fast frantic fun soon forget,2
41988,2020,delici slow,3
41990,2021,build feel good fantasi vain dictat madman put mention inappropri wildli undeserv,0
42015,2022,suffic total promis leav slightli unfulfil,1
42027,2023,want jolt gourd drop run ichi,3
42046,2024,energet engag film pretend,3
42061,2025,enorm entertain movi like see complet familiar,4
42079,2026,odd drama set world lingeri model bar dancer midwest hold interest precis tri,4
42110,2027,australian john polson award win english cinematograph gile nuttgen terrif effort disguis obviou energi innov,3
42138,2028,belong hot tv direct categori give star rate,1
42159,2029,ultim feel like long line film year busi make movi,2
42176,2030,wordi wisp comedi,2
42183,2031,punch line premis joke build entir musti memori half dimension charact,2
42200,2032,nachtwey clear cynic right,2
42208,2033,imposs long limb sweetli conspiratori smile,3
42225,2034,film deliv promis look wild ride ensu brash young man set conquer onlin world laptop cell phone sketchi busi plan,3
42266,2035,bring sequel,3
42269,2036,highlight crime lord messian bent spacey,2
42289,2037,date movi franz kafka,2
42299,2038,charm thought provok new york fest life love reward,4
42312,2039,frida certainli disast kahlo movi frida fan look,2
42330,2040,see hippi turn yuppi plot enthusiast charm fire make formula fresh,3
42352,2041,funni film eddi murphi robert de niro showtim effici amus good,3
42376,2042,mild meander teen flick,2
42381,2043,view comedi romanc fairi tale drama remot triumphant motion pictur,2
42401,2044,intrigu look french film industri german occup delight moment come charact express quirki inner self,3
42430,2045,special kind movi melanchol film noir remind lot memento,4
42447,2046,hope dollar theatr time christma roll,2
42464,2047,expos way fool hour photo real strength,2
42478,2048,combin bad anim mindless violenc lack slight bit wit charm,0
42495,2049,proof filmmak follow book wrong,4
42511,2050,strong script power direct splendid product design allow transport life wladyslaw szpilman pianist good human,4
42547,2051,basic pretti dumb,2
42554,2052,soulless stupid sequel,0
42561,2053,low key direct pleasingli emphat properli intens claustrophob tale obsess love,3
42580,2054,art direct costum gorgeou fine detail kuri direct clever insight,4
42598,2055,stick rigidli paradigm rare permit charact obviou dimens repeatedli place contriv wear situat,1
42627,2056,crush car throw window electrocut dismemb victim conscious,1
42649,2057,want succeed make,1
42660,2058,surpris,3
42663,2059,forgett good heart movi,1
42668,2060,lousi tarantino imit subsid come lousi guy ritchi imit,1
42688,2061,felinni know italian freakshow,0
42702,2062,ami cute ami career success well sell writer self help book help ami neurosi come man,2
42736,2063,fail dystopian movi retool fahrenheit rip matrix,0
42759,2064,tunney brim coltish neurot energi hold screen like true star,4
42779,2065,beauti cold oddli color plain otherworldli freaki bit art scare delight imag,3
42808,2066,wild endear master documentari,4
42815,2067,cool gadget creatur fresh,4
42823,2068,labut fun charact tortur psycholog talk genit public,2
42841,2069,charmer belgium,3
42845,2070,buy telemarket buy movi,3
42858,2071,execut gentl insist sincer good humor appreci daili grind hardheart scroog fail respond,4
42891,2072,appropri cynic social commentari asid ignit,1
42904,2073,gorgeou scene master perform sickli sweet gender norm narr leav acrid test gourmet mouth,2
42930,2074,stuff brim idea american instig michael moor film rambl examin american gun cultur use usual modu operandi crucifixion juxtaposit,3
42967,2075,good black hawk heart,3
42978,2076,barbershop boast today hot hip act world televis music stand comedi movi strang outdat swagger shameless blaxploit shuck jive sitcom,2
43020,2077,look smart nuanc look de sade happen picpu sade film,3
43046,2078,sound like cruel decept carri man margin intellig reactionari idea woman total lack empathi,1
43073,2079,arnold,2
43074,2080,far success consider ambiti year kubrick meet spielberg exercis,3
43090,2081,plenti scene frida work rare involv titl charact,3
43108,2082,ell build gradual feel fulli embrac gentl comedi,3
43121,2083,bite hard,2
43124,2084,film problem short disappoint want stori,3
43142,2085,cut layer soap opera emot find scath portray power entiti strangl life peopl want believ,3
43176,2086,harrow movi parent know button push,2
43198,2087,understand way speak forc mechan poverti transcend simplist filmmak,2
43221,2088,smartli direct grow film idea,4
43231,2089,strip bibl store potenti sanctimoni make meaning kid church wari adult,3
43254,2090,spider man grow strang hair get matur bodi find necessari hide new secret parent unit,1
43283,2091,roman coppola score point style stagger term stori,2
43301,2092,year good pictur,4
43308,2093,daft half suprem good natur,3
43319,2094,goldbach let complic charact unruli confus human,3
43340,2095,jump littl logic continu,1
43358,2096,static sugari littl half hour school special interfaith understand stretch minut,2
43378,2097,visual strike viscer repel,3
43384,2098,slow young crowd shallow old,1
43397,2099,fact good movi come second homag demm good film bode rest,1
43424,2100,tone err shrill temper soft southern gentil speak beauti grace closet skeleton,2
43455,2101,wrong right chemistri joli burn appeal pictur lose soul screenwrit dummi conform,2
43480,2102,benigni pinocchio extrem straight mind numbingli stilt episod pace keep film develop storytel flow,2
43503,2103,pale xerox well crime movi,1
43513,2104,visual rorschach test fail,0
43525,2105,great dragon,3
43527,2106,small movi big impact,4
43532,2107,daughter danang stick subject littl long tell deep stori,3
43543,2108,sodden glum moment suppos feel funni light,1
43561,2109,certainli hard hate,3
43567,2110,disturbingli involv famili dysfunct drama kill father french director ann fontain deliv inspir portrait male ride angst emot blockag accompani human condit,3
43604,2111,film feel uncomfort real languag locat bear unmistak stamp author,3
43622,2112,good perform realist non exploit approach pay worth see,4
43635,2113,honest sensit stori vietnames point view,4
43646,2114,know,2
43647,2115,beauti produc,4
43649,2116,etern devot insan black intermitt good time,3
43667,2117,film delight adult child dog lover,4
43682,2118,rare find film adject gentl appli word perfectli describ paulin paulett,3
43703,2119,graini photographi mar delight comedi error,2
43714,2120,guilti bad sin attribut movi like scari slight,0
43733,2121,film charact inhabit special annex hell adult behav like kid child behav like adult scream lung matter situat,1
43770,2122,sloppi slapstick throwback long go bill fare like ghost chicken,1
43787,2123,script tire moment joy rise stale materi,1
43803,2124,citi remind realist nuanc robert de niro perform lucr engag shameless self caricatur analyz analyz promis threaten later year,3
43856,2125,excel companion piec similarli theme french lieuten woman,3
43875,2126,harmless fun,3
43876,2127,infidel drama nice shoot edit featur standout perform dian lane,4
43896,2128,filmmak need emphasi storytel glamor machin thrust audienc futur wo care,1
43921,2129,fascin curios piec fascin minut,1
43936,2130,strength film come cinemat razzl dazzl recoveri histor episod simpl tell prove simultan harrow uplift,4
43967,2131,spielberg real masterpiec deserv heart win year later,4
43985,2132,bielinski filmmak impress talent,3
43992,2133,father son uneasi bond rare receiv sophist unsentiment treatment big screen marvel film,4
44022,2134,crimin conspiraci true romanc easili racial cultur line film make big fat greek wed look like apartheid drama,3
44053,2135,charact develop eeri thriller well payoff think man monster movi,1
44079,2136,tri hard funni way loud goofi short attent span,1
44101,2137,sweet cinderella stori pretti woman want,3
44115,2138,deserv pass grade curv,0
44129,2139,timer john mckay abl pull cours,1
44142,2140,return pure disney magic enjoy famili fare,4
44154,2141,sade hardli pervers danger libertin agit well drama,1
44175,2142,reign fire good success rental,2
44189,2143,sunshin state survey landscap assess issu clear passion sociolog,2
44206,2144,sort good natur fun find film like tremor leg freak prime escapist fare,4
44226,2145,ambiti naturalist albeit half bake drama abus inner citi autist teen,3
44244,2146,movi happen jacki chan,1
44253,2147,need know ice cool j realiz far shoot concern rotten state california,1
44287,2148,movi jolt seat coupl time laugh leav feel like worth seven buck turn bit cheat end,3
44329,2149,fire torpedo clanci hole scripter deserv oscar,0
44351,2150,non britney person surviv screen littl harm mayb minut maudlin school special imagin,1
44384,2151,obvious lot peopl wast lot time includ inconsequenti,1
44402,2152,move pictur,1
44408,2153,film confus level make ararat far demand need,1
44428,2154,daili struggl simpl pleasur usurp preach messag time credit roll pat end warm fuzzi feel prevail,4
44460,2155,hatosi portray young brendan usual intellig subtleti mention convinc brogu,3
44481,2156,uniqu sensual metaphor dramat sexual obsess spend bit time fairli ludicr plot,3
44502,2157,jone despit definit distinct screen presenc abl muster movi titl notwithstand lot nasti want fulli capit lead specif gift,2
44543,2158,fudg fact fanci confid feel see pure real thing,4
44568,2159,crisp punchi like audienc like movi demand hanki,3
44593,2160,naipaul fan disappoint,1
44597,2161,screenplay huge overwritten ton ton dialogu give child,1
44616,2162,beauti entertain hour,4
44620,2163,say film overboard,0
44627,2164,walter hill hypermasculin element abl inject real vital art pulpi concept hand complet forgett,3
44662,2165,time spend peopl insid,1
44675,2166,eisenstein lack consider brio film cinema directori giant,1
44686,2167,naomi watt terrif rachel petit frame vulner persona emphasis plight isol,3
44710,2168,giddi provoc sexual romp,3
44721,2169,complet predict plot swear see come mile long yard,0
44749,2170,life rez picnic pictur show,2
44763,2171,allen execut date close documentari give especi poignant portrait friendship flag legal investig david presson,2
44792,2172,good time,2
44799,2173,sli sophist surpris,3
44804,2174,piec fall surpris littl moment boost,3
44818,2175,aim squar demand demograph group small child delight simpli spend time familiar cartoon charact,2
44846,2176,like come long run write televis seri miss half dozen episod probabl will,1
44873,2177,case pregnant premis wast script take chanc manag insult intellig audienc,0
44899,2178,understand funni way tell stori restat valid chang composit nation,3
44923,2179,movi entertain valu depend like chri rock,2
44938,2180,speak eloqu symbiot relationship art life,4
44950,2181,ambiti comic escapad work coppola sister sofia real filmmak,3
44976,2182,stifl moral tale dress peekaboo cloth,1
44990,2183,seri immacul compos shot patch adam quietli freak movi,1
45011,2184,movi add fresh myth,1
45019,2185,upper west sidey exercis narciss self congratul disguis tribut,1
45033,2186,entir cast extraordinarili good,4
45040,2187,like shave ice top cinemat snow cone innocu flavorless,2
45062,2188,um basi entir plot,1
